epoch	d_loss	g_loss
1	0.027940113097429276	5.530209541320801
2	0.10228489339351654	5.106078147888184
3	0.14218267798423767	4.88496208190918
4	0.11952520161867142	3.159431219100952
5	0.401694118976593	3.579400062561035
6	0.36509788036346436	2.4445958137512207
7	0.35727840662002563	4.069533348083496
8	0.47099268436431885	3.2894034385681152
9	0.8029320240020752	5.151045322418213
10	0.4400584101676941	3.2699332237243652
11	0.9842773079872131	3.604628086090088
12	0.5077608227729797	2.8874599933624268
13	0.5894675254821777	3.234891653060913
14	0.592487633228302	2.9528579711914062
15	0.6564462184906006	2.523407459259033
16	0.6170466542243958	2.552293300628662
17	0.8451581001281738	2.8794779777526855
18	0.5860004425048828	2.3984625339508057
19	0.7180328369140625	2.5083272457122803
20	0.8272566795349121	1.9402484893798828
21	0.7301861047744751	2.4660680294036865
22	0.7183774709701538	2.1258091926574707
23	0.9649012088775635	2.18863582611084
24	1.0975875854492188	1.9909415245056152
25	0.8376436233520508	2.2697763442993164
26	0.9301300048828125	1.837268590927124
27	0.9329177141189575	1.9604134559631348
28	0.9944941997528076	1.7114015817642212
29	1.0033965110778809	1.796055555343628
30	0.9060290455818176	1.7233957052230835
31	1.0913259983062744	1.8839433193206787
32	0.9332894682884216	1.5503255128860474
33	0.856218695640564	1.8105863332748413
34	0.9861767292022705	1.8155592679977417
35	1.1935405731201172	1.5255128145217896
36	0.9916500449180603	1.5936861038208008
37	1.0954432487487793	1.6015769243240356
38	1.1120860576629639	1.2969424724578857
39	1.0834929943084717	1.6825388669967651
40	1.2535161972045898	1.3865011930465698
41	1.1384352445602417	1.3645669221878052
42	1.1969966888427734	1.5732274055480957
43	1.0186033248901367	1.3030773401260376
44	1.1492602825164795	1.5963927507400513
45	0.971333920955658	1.4128540754318237
46	1.2672114372253418	1.3948049545288086
47	1.0554687976837158	1.3853679895401
48	1.2310187816619873	1.3213902711868286
49	1.1580735445022583	1.311599850654602
50	1.1329035758972168	1.3521814346313477
